LegacyAsOfDate,LegacyFirmId,LegacyTransRef,LegacyLoanPurchase,LegacyOrigProviderFRN,LegacyOutstandingBalance,LegacyValueLinkedAccounts,LegacyIncentivisedRate,LegacyRemainingTerm,LegacyMonthsPastMaturity,LegacyReasonForClosure,LegacyCurrentPaymentShortfall,LegacyArrearsStartDate,LegacyPaymentShortfallArrangement,LegacyDateFormalArrangement,LegacyPaymentShortfallCapitalisation,LegacyCapitalisationDate,LegacySwitchInterestOnly,LegacyInterestOnlyDate,LegacyPaymentsSuspended,LegacyDatesPaymentsSuspended,LegacyReducedPayments,LegacyDateReducedPayments,LegacyTermExtension,LegacyDateTermExtension,LegacyOtherForbearance,LegacyDateOtherForbearance,LegacyDateLitigationStarted,LegacyPossessionOrder,LegacyDatePossession,LegacyRepossessionSaleValueAchieved ,LegacyDateofBalance,LegacySecondChargeMortgage,LegacyBeneficialOwnerRegFirm,LegacyBeneficialOwnerFRN,LegacyBeneficialOwnerName,LegacyLegalOwnerRegFirm,LegacyLegalOwnerFRN,LegacyLegalOwnerName,LegacyClosedBook
2020-07-01,123456,AC344360,N,123465,34718,100000,Y,83,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344359,N,123465,0,100000,Y,233,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344358,Y,123465,0,100000,Y,62,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344357,Y,123465,0,100000,Y,63,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344356,Y,123465,0,100000,Y,65,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344355,Y,123465,0,100000,Y,199,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344354,Y,123465,83383,100000,Y,274,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344353,Y,123465,0,100000,Y,155,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344352,N,123465,0,100000,Y,307,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344351,Y,123465,0,100000,Y,120,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344350,Y,123465,0,100000,Y,84,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344349,N,123465,0,100000,Y,293,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344348,N,123465,0,100000,Y,260,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344347,Y,123465,0,100000,Y,206,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344346,N,123465,0,100000,Y,273,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344345,N,123465,219532,100000,Y,165,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344344,Y,123465,0,100000,Y,92,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344343,Y,123465,165936,100000,Y,147,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344342,Y,123465,0,100000,Y,217,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344341,Y,123465,2189,100000,Y,158,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344340,Y,123465,0,100000,Y,253,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344339,N,123465,0,100000,Y,262,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344338,N,123465,0,100000,Y,92,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344337,Y,123465,0,100000,Y,345,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344336,Y,123465,0,100000,Y,329,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344335,Y,123465,27552,100000,Y,272,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344334,Y,123465,133272,100000,Y,59,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344333,N,123465,0,100000,Y,281,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344332,Y,123465,247482,100000,Y,291,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344331,Y,123465,0,100000,Y,53,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344330,Y,123465,0,100000,Y,326,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344329,N,123465,0,100000,Y,197,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344328,N,123465,69669,100000,Y,271,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344327,N,123465,0,100000,Y,198,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344326,Y,123465,27063,100000,Y,111,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344325,N,123465,0,100000,Y,313,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344324,N,123465,0,100000,Y,182,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344323,N,123465,0,100000,Y,240,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344322,N,123465,0,100000,Y,265,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344321,N,123465,0,100000,Y,141,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344320,N,123465,15463,100000,Y,66,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344319,N,123465,0,100000,Y,274,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344318,Y,123465,0,100000,Y,83,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344317,Y,123465,0,100000,Y,58,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344316,Y,123465,0,100000,Y,197,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344315,N,123465,0,100000,Y,120,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344314,N,123465,0,100000,Y,114,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344313,N,123465,0,100000,Y,117,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344312,N,123465,0,100000,Y,268,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344311,Y,123465,0,100000,Y,72,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344310,N,123465,0,100000,Y,116,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344309,N,123465,113873,100000,Y,230,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344308,Y,123465,237114,100000,Y,326,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344307,N,123465,73025,100000,Y,164,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344306,Y,123465,0,100000,Y,190,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344305,N,123465,0,100000,Y,317,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344304,Y,123465,0,100000,Y,130,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344303,N,123465,0,100000,Y,67,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344302,N,123465,46830,100000,Y,203,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344301,Y,123465,46563,100000,Y,154,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344300,N,123465,164929,100000,Y,168,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344299,N,123465,70237,100000,Y,205,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344298,Y,123465,0,100000,Y,70,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344297,N,123465,0,100000,Y,212,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344296,Y,123465,177559,100000,Y,286,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344295,Y,123465,0,100000,Y,146,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344294,Y,123465,56416,100000,Y,353,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344293,N,123465,0,100000,Y,255,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344292,Y,123465,0,100000,Y,152,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344291,Y,123465,0,100000,Y,207,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344290,N,123465,0,100000,Y,204,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344289,N,123465,0,100000,Y,284,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344288,Y,123465,107469,100000,Y,301,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344287,Y,123465,174132,100000,Y,238,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344286,N,123465,0,100000,Y,229,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344285,N,123465,0,100000,Y,257,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344284,Y,123465,89093,100000,Y,166,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344283,Y,123465,131083,100000,Y,235,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344282,Y,123465,0,100000,Y,264,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344281,N,123465,186629,100000,Y,319,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344280,Y,123465,0,100000,Y,108,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344279,N,123465,0,100000,Y,128,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344278,N,123465,0,100000,Y,79,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344277,Y,123465,0,100000,Y,221,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344276,N,123465,0,100000,Y,290,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344275,Y,123465,0,100000,Y,61,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344274,Y,123465,100017,100000,Y,352,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344273,Y,123465,0,100000,Y,317,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344272,Y,123465,0,100000,Y,110,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344271,N,123465,65496,100000,Y,325,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344270,Y,123465,0,100000,N,136,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-07-01,123456,AC344269,N,123465,45049,100000,Y,108,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-07-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
