LegacyAsOfDate,LegacyFirmId,LegacyTransRef,LegacyLoanPurchase,LegacyOrigProviderFRN,LegacyOutstandingBalance,LegacyValueLinkedAccounts,LegacyIncentivisedRate,LegacyRemainingTerm,LegacyMonthsPastMaturity,LegacyReasonForClosure,LegacyCurrentPaymentShortfall,LegacyArrearsStartDate,LegacyPaymentShortfallArrangement,LegacyDateFormalArrangement,LegacyPaymentShortfallCapitalisation,LegacyCapitalisationDate,LegacySwitchInterestOnly,LegacyInterestOnlyDate,LegacyPaymentsSuspended,LegacyDatesPaymentsSuspended,LegacyReducedPayments,LegacyDateReducedPayments,LegacyTermExtension,LegacyDateTermExtension,LegacyOtherForbearance,LegacyDateOtherForbearance,LegacyDateLitigationStarted,LegacyPossessionOrder,LegacyDatePossession,LegacyRepossessionSaleValueAchieved ,LegacyDateofBalance,LegacySecondChargeMortgage,LegacyBeneficialOwnerRegFirm,LegacyBeneficialOwnerFRN,LegacyBeneficialOwnerName,LegacyLegalOwnerRegFirm,LegacyLegalOwnerFRN,LegacyLegalOwnerName,LegacyClosedBook
2020-06-01,123456,AC335956,Y,123465,0,100000,Y,309,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335955,Y,123465,0,100000,Y,180,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335954,Y,123465,0,100000,Y,315,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335953,N,123465,0,100000,Y,235,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335952,Y,123465,0,100000,Y,83,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335951,N,123465,0,100000,Y,130,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335950,N,123465,0,100000,Y,321,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335949,Y,123465,0,100000,Y,175,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335948,N,123465,0,100000,Y,243,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335947,N,123465,235891,100000,Y,143,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335946,Y,123465,0,100000,Y,318,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335945,N,123465,0,100000,Y,320,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335944,Y,123465,0,100000,Y,233,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335943,N,123465,0,100000,Y,162,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335942,Y,123465,0,100000,Y,241,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335941,Y,123465,0,100000,Y,47,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335940,N,123465,244306,100000,Y,345,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335939,N,123465,0,100000,Y,158,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335938,N,123465,0,100000,Y,64,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335937,Y,123465,0,100000,Y,312,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335936,N,123465,0,100000,Y,130,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335935,Y,123465,0,100000,Y,212,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335934,N,123465,0,100000,Y,44,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335933,N,123465,0,100000,Y,75,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335932,N,123465,0,100000,Y,222,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335931,N,123465,0,100000,Y,94,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335930,Y,123465,53189,100000,Y,236,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335929,Y,123465,45170,100000,Y,279,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335928,Y,123465,0,100000,Y,133,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335927,N,123465,0,100000,Y,111,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335926,N,123465,0,100000,Y,218,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335925,N,123465,55218,100000,Y,184,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335924,Y,123465,0,100000,Y,75,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335923,Y,123465,0,100000,Y,269,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335922,N,123465,0,100000,Y,162,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335921,N,123465,93537,100000,Y,64,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335920,N,123465,188746,100000,Y,275,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335919,N,123465,0,100000,Y,239,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335918,N,123465,0,100000,Y,161,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335917,Y,123465,0,100000,Y,88,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335916,Y,123465,0,100000,Y,273,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335915,Y,123465,0,100000,Y,150,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335914,Y,123465,0,100000,N,332,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335913,Y,123465,8547,100000,Y,248,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335912,Y,123465,0,100000,Y,254,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335911,N,123465,0,100000,Y,223,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335910,Y,123465,0,100000,Y,290,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335909,Y,123465,0,100000,Y,142,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335908,N,123465,0,100000,Y,222,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335907,N,123465,0,100000,Y,200,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335906,Y,123465,0,100000,Y,219,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335905,Y,123465,0,100000,Y,214,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335904,Y,123465,98411,100000,Y,334,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335903,N,123465,0,100000,Y,83,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335902,Y,123465,0,100000,Y,127,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335901,N,123465,88513,100000,Y,177,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335900,Y,123465,0,100000,Y,331,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335899,Y,123465,0,100000,Y,319,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335898,Y,123465,178739,100000,Y,82,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335897,Y,123465,0,100000,Y,203,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335896,Y,123465,85226,100000,Y,333,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-06-01,123456,AC335895,N,123465,254113,100000,Y,320,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-06-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
