LegacyAsOfDate,LegacyFirmId,LegacyTransRef,LegacyLoanPurchase,LegacyOrigProviderFRN,LegacyOutstandingBalance,LegacyValueLinkedAccounts,LegacyIncentivisedRate,LegacyRemainingTerm,LegacyMonthsPastMaturity,LegacyReasonForClosure,LegacyCurrentPaymentShortfall,LegacyArrearsStartDate,LegacyPaymentShortfallArrangement,LegacyDateFormalArrangement,LegacyPaymentShortfallCapitalisation,LegacyCapitalisationDate,LegacySwitchInterestOnly,LegacyInterestOnlyDate,LegacyPaymentsSuspended,LegacyDatesPaymentsSuspended,LegacyReducedPayments,LegacyDateReducedPayments,LegacyTermExtension,LegacyDateTermExtension,LegacyOtherForbearance,LegacyDateOtherForbearance,LegacyDateLitigationStarted,LegacyPossessionOrder,LegacyDatePossession,LegacyRepossessionSaleValueAchieved ,LegacyDateofBalance,LegacySecondChargeMortgage,LegacyBeneficialOwnerRegFirm,LegacyBeneficialOwnerFRN,LegacyBeneficialOwnerName,LegacyLegalOwnerRegFirm,LegacyLegalOwnerFRN,LegacyLegalOwnerName,LegacyClosedBook
2/1/2020,123456,AC310192,N,123465,10978,100000,Y,74,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310191,N,123465,9459,100000,Y,101,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310190,N,123465,198792,100000,Y,131,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310189,N,123465,5540,100000,Y,198,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310188,N,123465,169016,100000,Y,180,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310187,Y,123465,35436,100000,Y,354,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310186,N,123465,71268,100000,Y,337,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310185,N,123465,144591,100000,Y,111,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310184,Y,123465,50346,100000,Y,143,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310183,N,123465,295434,100000,Y,346,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310182,Y,123465,84991,100000,Y,291,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310181,Y,123465,19860,100000,Y,291,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310180,Y,123465,91544,100000,Y,155,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310179,N,123465,40483,100000,Y,307,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310178,Y,123465,86366,100000,Y,90,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310177,Y,123465,26603,100000,Y,283,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310176,N,123465,79644,100000,Y,71,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310175,Y,123465,195094,100000,Y,275,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310174,Y,123465,30938,100000,Y,327,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310173,N,123465,186582,100000,Y,236,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310172,N,123465,7285,100000,Y,54,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310171,N,123465,73437,100000,Y,70,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310170,N,123465,9279,100000,N,223,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310169,N,123465,211148,100000,Y,349,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310168,N,123465,97809,100000,Y,111,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310167,Y,123465,234759,100000,Y,258,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310166,Y,123465,268509,100000,Y,57,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310165,N,123465,130190,100000,Y,83,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310164,N,123465,53584,100000,Y,68,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310163,N,123465,22947,100000,Y,213,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310162,Y,123465,105566,100000,Y,116,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310161,N,123465,108709,100000,Y,176,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310160,Y,123465,81447,100000,Y,242,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310159,N,123465,66403,100000,Y,229,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310158,N,123465,32249,100000,Y,55,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310157,N,123465,55706,100000,Y,215,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310156,Y,123465,37831,100000,Y,346,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310155,Y,123465,11007,100000,Y,251,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310154,N,123465,130000,100000,Y,288,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310153,N,123465,4712,100000,Y,306,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310152,Y,123465,123586,100000,Y,199,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310151,Y,123465,117998,100000,Y,45,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310150,N,123465,50615,100000,Y,248,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310149,N,123465,102652,100000,Y,86,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310148,Y,123465,63996,100000,Y,207,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310147,N,123465,15377,100000,Y,100,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310146,Y,123465,157047,100000,Y,127,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310145,Y,123465,41996,100000,Y,244,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310144,Y,123465,42859,100000,Y,78,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310143,N,123465,24305,100000,Y,227,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310142,N,123465,213008,100000,Y,159,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310141,Y,123465,26447,100000,Y,224,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310140,N,123465,30841,100000,Y,196,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310139,N,123465,89746,100000,Y,87,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310138,Y,123465,167615,100000,Y,262,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310137,Y,123465,66952,100000,Y,254,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310136,N,123465,11896,100000,Y,203,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310135,N,123465,50217,100000,Y,248,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310134,Y,123465,10091,100000,Y,317,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310133,Y,123465,18830,100000,Y,137,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310132,N,123465,64775,100000,Y,127,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310131,N,123465,6932,100000,Y,249,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310130,Y,123465,27582,100000,Y,90,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310129,Y,123465,42448,100000,Y,181,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310128,Y,123465,25628,100000,Y,31,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310127,Y,123465,30168,100000,Y,123,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310126,N,123465,24297,100000,Y,341,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310125,Y,123465,100324,100000,Y,295,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310124,N,123465,85230,100000,N,255,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310123,N,123465,68023,100000,Y,279,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310122,Y,123465,41960,100000,Y,269,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310121,N,123465,8415,100000,Y,275,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310120,Y,123465,23664,100000,Y,113,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310119,N,123465,52731,100000,Y,305,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310118,N,123465,126251,100000,Y,329,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310117,N,123465,245117,100000,Y,180,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310116,Y,123465,30168,100000,Y,186,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310115,N,123465,9598,100000,Y,264,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310114,N,123465,105152,100000,Y,99,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310113,Y,123465,14769,100000,Y,331,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310112,Y,123465,16316,100000,Y,348,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310111,Y,123465,27083,100000,Y,263,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310110,Y,123465,15205,100000,Y,150,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310109,Y,123465,10928,100000,Y,304,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310108,N,123465,9721,100000,Y,96,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310107,N,123465,21927,100000,Y,148,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310106,N,123465,103588,100000,Y,275,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310105,Y,123465,35403,100000,Y,67,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310104,N,123465,201243,100000,Y,225,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310103,Y,123465,51427,100000,Y,193,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310102,Y,123465,54677,100000,Y,99,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310101,Y,123465,20689,100000,N,349,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310100,N,123465,12332,100000,Y,77,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310099,Y,123465,291070,100000,Y,238,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310098,Y,123465,38385,100000,Y,99,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310097,N,123465,15775,100000,Y,126,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310096,N,123465,68164,100000,Y,66,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310095,N,123465,7264,100000,Y,90,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310094,Y,123465,66375,100000,Y,309,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310093,N,123465,23722,100000,Y,293,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310092,N,123465,128239,100000,Y,93,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310091,Y,123465,59142,100000,Y,308,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310090,N,123465,107688,100000,Y,199,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310089,Y,123465,57645,100000,Y,111,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310088,Y,123465,32020,100000,Y,132,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310087,N,123465,13369,100000,Y,195,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310086,N,123465,30719,100000,Y,223,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310085,N,123465,18351,100000,Y,322,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310084,Y,123465,92563,100000,Y,128,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2/1/2020,123456,AC310083,Y,123465,19256,100000,Y,172,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-02-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
