LegacyAsOfDate,LegacyFirmId,LegacyTransRef,LegacyLoanPurchase,LegacyOrigProviderFRN,LegacyOutstandingBalance,LegacyValueLinkedAccounts,LegacyIncentivisedRate,LegacyRemainingTerm,LegacyMonthsPastMaturity,LegacyReasonForClosure,LegacyCurrentPaymentShortfall,LegacyArrearsStartDate,LegacyPaymentShortfallArrangement,LegacyDateFormalArrangement,LegacyPaymentShortfallCapitalisation,LegacyCapitalisationDate,LegacySwitchInterestOnly,LegacyInterestOnlyDate,LegacyPaymentsSuspended,LegacyDatesPaymentsSuspended,LegacyReducedPayments,LegacyDateReducedPayments,LegacyTermExtension,LegacyDateTermExtension,LegacyOtherForbearance,LegacyDateOtherForbearance,LegacyDateLitigationStarted,LegacyPossessionOrder,LegacyDatePossession,LegacyRepossessionSaleValueAchieved ,LegacyDateofBalance,LegacySecondChargeMortgage,LegacyBeneficialOwnerRegFirm,LegacyBeneficialOwnerFRN,LegacyBeneficialOwnerName,LegacyLegalOwnerRegFirm,LegacyLegalOwnerFRN,LegacyLegalOwnerName,LegacyClosedBook
2020-03-01,123456,AC318984,N,123465,7711,100000,Y,177,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318983,N,123465,251075,100000,N,150,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318982,Y,123465,68583,100000,Y,214,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318981,N,123465,47866,100000,Y,283,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318980,Y,123465,21336,100000,Y,85,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318979,N,123465,49886,100000,Y,155,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318978,N,123465,150822,100000,Y,233,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318977,Y,123465,6965,100000,Y,57,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318976,N,123465,10469,100000,Y,167,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318975,Y,123465,59835,100000,Y,48,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318974,Y,123465,126060,100000,Y,311,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318973,Y,123465,128607,100000,Y,39,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318972,N,123465,182652,100000,Y,221,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318971,N,123465,62541,100000,Y,260,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318970,N,123465,109857,100000,Y,285,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318969,N,123465,113463,100000,Y,141,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318968,Y,123465,11253,100000,Y,68,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318967,Y,123465,28903,100000,Y,161,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318966,N,123465,108185,100000,Y,294,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318965,N,123465,45540,100000,Y,78,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318964,Y,123465,55119,100000,Y,236,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318963,Y,123465,67554,100000,Y,103,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318962,Y,123465,44385,100000,Y,243,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318961,N,123465,87576,100000,Y,300,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318960,Y,123465,102084,100000,Y,233,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318959,N,123465,218562,100000,Y,117,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318958,Y,123465,269567,100000,Y,58,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318957,Y,123465,10476,100000,Y,306,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318956,Y,123465,234145,100000,Y,264,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318955,N,123465,52384,100000,Y,159,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318954,Y,123465,39577,100000,Y,58,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318953,N,123465,26229,100000,Y,152,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318952,Y,123465,72546,100000,Y,122,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318951,N,123465,17131,100000,Y,144,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318950,N,123465,65815,100000,Y,343,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318949,N,123465,18165,100000,Y,128,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318948,Y,123465,83122,100000,Y,344,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318947,N,123465,39279,100000,Y,77,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318946,N,123465,338397,100000,Y,284,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318945,Y,123465,154055,100000,Y,288,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318944,Y,123465,69739,100000,Y,282,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318943,N,123465,45326,100000,Y,100,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318942,Y,123465,118726,100000,Y,177,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318941,N,123465,18862,100000,Y,314,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318940,N,123465,28457,100000,Y,51,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318939,Y,123465,28584,100000,Y,243,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318938,N,123465,215474,100000,Y,296,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318937,N,123465,8660,100000,Y,311,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318936,Y,123465,40121,100000,Y,173,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318935,N,123465,45623,100000,Y,219,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318934,Y,123465,195531,100000,Y,160,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318933,N,123465,58854,100000,Y,344,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318932,N,123465,151365,100000,Y,159,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318931,Y,123465,196517,100000,Y,307,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318930,Y,123465,68517,100000,Y,114,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318929,Y,123465,55195,100000,Y,225,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318928,N,123465,119666,100000,Y,223,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318927,N,123465,123195,100000,Y,85,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318926,Y,123465,104234,100000,Y,237,0, remortgage to same lender,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318925,N,123465,151073,100000,N,244,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318924,N,123465,68651,100000,Y,53,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318923,N,123465,92511,100000,Y,40,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318922,N,123465,50989,100000,Y,53,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318921,Y,123465,8209,100000,Y,277,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318920,Y,123465,56828,100000,Y,253,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318919,N,123465,36891,100000,Y,62,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318918,Y,123465,49012,100000,Y,67,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318917,Y,123465,52470,100000,Y,273,0, assisted sale ,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318916,N,123465,46770,100000,Y,111,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318915,Y,123465,90708,100000,Y,72,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318914,Y,123465,112006,100000,Y,91,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318913,Y,123465,61163,100000,Y,290,0, other,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318912,Y,123465,45044,100000,Y,272,0," moved to a different property, mortgage taken with same lender (includes porting)",0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318911,N,123465,254305,100000,Y,50,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318910,N,123465,86452,100000,Y,301,0, repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
2020-03-01,123456,AC318909,N,123465,18884,100000,Y,225,0, voluntary repossession,0,,N,,N,,N,,N,,N,,N,,N,,,N,,0,2020-03-01,N,N,Y,123465,SPV,Y,123465,XYZ Plc
